customer_id,name,document_type,document_number,segment,birth_date,status
CUS000287,Custodio Fernández Villalba,PASSPORT,17098767,PRIVATE_BANKING,1941-05-07,ACTIVE
CUS000288,Alejo Aroca Merino,CE,61670883,RETAIL,1957-08-10,INACTIVE
CUS000289,María Carmen Llamas Olivera,PASSPORT,53896166,CORPORATE,1985-11-24,ACTIVE
CUS000290,Angelita Sierra Amaya,CE,75170802,PRIVATE_BANKING,1991-12-07,ACTIVE
CUS000291,Estrella del Cárdenas,CE,83138171,CORPORATE,1990-06-12,INACTIVE
CUS000292,Abraham Borrás Gonzalez,DNI,11365899,RETAIL,1953-12-04,INACTIVE
CUS000293,Ana Belén Mayol Catalán,CE,79144885,SME,1978-07-26,INACTIVE
CUS000294,América Torrents Vallejo,DNI,15033372,RETAIL,1970-12-04,ACTIVE
CUS000295,Fernanda Real,PASSPORT,52163480,CORPORATE,1960-01-08,ACTIVE
CUS000296,Belén Roselló Santos,RUC,20196766,PRIVATE_BANKING,1990-07-14,ACTIVE
CUS000297,Sosimo Bosch Báez,PASSPORT,70467807,SME,1980-02-02,ACTIVE
CUS000298,Armida Riquelme Santamaria,DNI,10882251,RETAIL,1963-08-25,ACTIVE
CUS000299,Olimpia Díez Huertas,RUC,96437663,PRIVATE_BANKING,2003-06-10,ACTIVE
CUS000300,Antonio Cayetano Diéguez Grau,PASSPORT,27736673,PRIVATE_BANKING,1977-03-05,ACTIVE
CUS000301,Agustina Flor Coello,DNI,75471680,CORPORATE,1955-11-04,ACTIVE
CUS000302,Ale Saavedra,PASSPORT,64822081,PRIVATE_BANKING,1980-10-29,ACTIVE
CUS000303,Nazaret Lara Grau,RUC,87827610,RETAIL,1993-06-25,ACTIVE
CUS000304,Josefina Lara Jara,DNI,22861532,CORPORATE,1999-04-05,ACTIVE
CUS000305,Vidal Pizarro Bermúdez,DNI,66222090,PRIVATE_BANKING,1999-02-11,INACTIVE
CUS000306,Jeremías Bonet-Barreda,RUC,33471083,SME,1983-08-20,ACTIVE
CUS000307,Curro Sánchez Herrero,PASSPORT,20410583,SME,1995-07-26,ACTIVE
CUS000308,Anna Ortiz Palmer,CE,39973316,PRIVATE_BANKING,1945-05-16,ACTIVE
CUS000309,Flor Pons-Llopis,CE,29530898,SME,1949-11-27,ACTIVE
CUS000310,Feliciano Almazán-Soto,RUC,73937166,CORPORATE,1964-10-11,ACTIVE
CUS000311,Belén Pera Calleja,PASSPORT,40915828,PRIVATE_BANKING,1955-02-10,ACTIVE
CUS000312,Etelvina Miranda Esparza,PASSPORT,99402130,RETAIL,1984-05-07,ACTIVE
CUS000313,Florentino Barrio Palomo,RUC,85389869,RETAIL,1964-04-24,ACTIVE
CUS000314,Galo Sánchez Cobos,PASSPORT,71773201,RETAIL,1994-08-12,INACTIVE
CUS000315,Débora Olivé Álamo,DNI,38433201,PRIVATE_BANKING,1970-07-11,ACTIVE
CUS000316,Olegario Prats Pozo,RUC,21043825,CORPORATE,1965-02-05,ACTIVE
CUS000317,Sandalio Anacleto Collado Cuervo,PASSPORT,62091184,CORPORATE,1964-12-10,ACTIVE
CUS000318,Mariano Carranza Alemany,PASSPORT,52781354,RETAIL,1990-05-31,ACTIVE
CUS000319,Juan Francisco Corbacho Tur,PASSPORT,73220489,SME,2004-01-26,ACTIVE
CUS000320,Andrés Reina Vizcaíno,DNI,96241328,PRIVATE_BANKING,1963-06-04,ACTIVE
CUS000321,Emilio Sanabria-Oliveras,PASSPORT,34466031,CORPORATE,1974-08-27,ACTIVE
CUS000322,Florencia del Colomer,CE,55328684,RETAIL,1975-07-05,ACTIVE
CUS000323,Gabriel Prats Pedro,PASSPORT,13164202,CORPORATE,1978-12-16,ACTIVE
CUS000324,Fidela Recio Sanchez,RUC,19423618,PRIVATE_BANKING,1959-07-21,ACTIVE
CUS000325,Belen Alvarez Vélez,PASSPORT,80784152,CORPORATE,1950-01-28,ACTIVE
CUS000326,Ruperto Vaquero Cerro,RUC,88827779,PRIVATE_BANKING,1969-05-15,ACTIVE
CUS000327,Guiomar Ropero Quintana,PASSPORT,18717617,SME,1987-06-23,ACTIVE
CUS000328,Seve Menéndez Canals,DNI,92120796,RETAIL,1967-05-17,ACTIVE
CUS000329,Jose Carpio Pombo,DNI,80343764,SME,1988-08-02,INACTIVE
CUS000330,Fito Boada Soler,RUC,54934629,RETAIL,2004-11-08,ACTIVE
CUS000331,María Belén Rey Fernández,RUC,56646254,CORPORATE,1948-12-10,ACTIVE
CUS000332,Asdrubal Azorin Bustos,RUC,56688711,CORPORATE,1992-08-16,ACTIVE
CUS000333,Judith Rivero Rosado,PASSPORT,29859930,RETAIL,2002-01-27,ACTIVE
CUS000334,Ovidio Marqués,RUC,59377285,CORPORATE,1940-12-17,ACTIVE
CUS000335,Gema Cerdán Echevarría,PASSPORT,99878737,PRIVATE_BANKING,2006-12-04,ACTIVE
CUS000336,Luisina Ballesteros Tormo,RUC,28592007,PRIVATE_BANKING,1953-07-01,ACTIVE
CUS000337,Herberto Amo Solana,RUC,25944267,RETAIL,1988-10-14,ACTIVE
CUS000338,Bonifacio Barbero Ribera,CE,17186225,PRIVATE_BANKING,1977-09-07,ACTIVE
CUS000339,Anastasio Nevado Ramis,RUC,88660815,RETAIL,2008-08-02,ACTIVE
CUS000340,Rita Carnero Cabañas,PASSPORT,24704486,RETAIL,1969-01-05,ACTIVE
CUS000341,Andrés Ruano Ropero,RUC,19402206,CORPORATE,1989-11-27,ACTIVE
CUS000342,Ariel Severo Pla Colom,RUC,26357700,SME,1974-12-27,ACTIVE
CUS000343,Osvaldo Abascal Roselló,PASSPORT,90288987,PRIVATE_BANKING,1940-09-20,ACTIVE
CUS000344,Olivia Antonia Serra Hervia,CE,53997103,RETAIL,1958-05-21,ACTIVE
CUS000345,Luis Diéguez Maestre,DNI,86351602,RETAIL,1979-02-28,INACTIVE
CUS000346,Antonia Garrido Arjona,PASSPORT,74116900,PRIVATE_BANKING,1944-09-11,ACTIVE
CUS000347,Concepción del Gaya,DNI,45345303,SME,1999-07-14,ACTIVE
CUS000348,Ariel del Garrido,RUC,62266816,SME,2004-07-22,ACTIVE
CUS000349,Mar Salamanca-Reyes,PASSPORT,81540397,RETAIL,1991-08-18,ACTIVE
CUS000350,Jose Estevez Ramón,DNI,63972919,RETAIL,1949-11-21,BLOCKED
CUS000351,Segismundo del Azcona,CE,27852113,RETAIL,1985-07-26,ACTIVE
CUS000352,Florinda de Saldaña,DNI,19145821,CORPORATE,1958-06-26,ACTIVE
CUS000353,Eugenia Sola Robledo,RUC,25623360,RETAIL,1975-10-27,ACTIVE
CUS000354,Malena del Otero,DNI,19324535,PRIVATE_BANKING,1959-06-20,INACTIVE
CUS000355,Sara Perez Téllez,PASSPORT,21270420,PRIVATE_BANKING,1946-03-08,ACTIVE
CUS000356,Ricarda Paula Guardia Noriega,CE,10126919,SME,1974-08-25,ACTIVE
CUS000357,Calisto Valbuena-Escribano,DNI,68115950,CORPORATE,1952-09-26,ACTIVE
CUS000358,Elena Adán Araujo,DNI,87957904,PRIVATE_BANKING,1949-01-29,ACTIVE
CUS000359,Tatiana Alarcón Marin,DNI,87334005,SME,1956-07-14,ACTIVE
CUS000360,Petrona Tejada-Lasa,RUC,71439895,RETAIL,1982-11-13,INACTIVE
CUS000361,Sarita Soler-Ocaña,DNI,12847317,SME,1968-01-12,ACTIVE
CUS000362,Cristian Lumbreras Roig,RUC,39154161,RETAIL,1952-01-22,ACTIVE
CUS000363,Federico Sureda Aller,PASSPORT,99720381,SME,1956-08-23,ACTIVE
CUS000364,Salomón Peñas-Gonzalo,RUC,93481746,PRIVATE_BANKING,1968-02-05,ACTIVE
CUS000365,Custodio Gual,CE,74429394,SME,1944-08-12,ACTIVE
CUS000366,Hilda Luisa Vendrell Amaya,CE,44766694,RETAIL,1976-04-15,ACTIVE
CUS000367,Merche Linares-Villegas,RUC,11490253,PRIVATE_BANKING,1958-06-08,ACTIVE
CUS000368,Olivia Antúnez-Quesada,PASSPORT,54026710,PRIVATE_BANKING,1986-09-09,ACTIVE
CUS000369,Tiburcio Jódar Valverde,RUC,84062373,CORPORATE,2001-10-31,ACTIVE
CUS000370,Gabriela Pallarès Bolaños,RUC,65502368,PRIVATE_BANKING,1971-07-09,ACTIVE
CUS000371,Yésica Cepeda Gallo,RUC,90474808,SME,1954-04-05,ACTIVE
CUS000372,Rogelio Berrocal Barranco,PASSPORT,29005114,PRIVATE_BANKING,1994-10-20,ACTIVE
CUS000373,Teodosio Patiño,RUC,69345860,CORPORATE,2006-05-05,ACTIVE
CUS000374,Adora Serrano Lerma,DNI,14808901,SME,1958-08-22,ACTIVE
CUS000375,Agapito Arnau Sáez,DNI,49408816,SME,2008-01-12,ACTIVE
CUS000376,Margarita Pozuelo Tormo,RUC,45800585,PRIVATE_BANKING,1963-02-10,ACTIVE
CUS000377,Aránzazu Galvez,RUC,56251916,SME,1984-02-09,ACTIVE
CUS000378,Roldán Miguel Roman,DNI,37684244,CORPORATE,1970-02-22,INACTIVE
CUS000379,Marcelo Criado Lillo,CE,76207291,RETAIL,2004-06-01,ACTIVE
CUS000380,Teresa Yuste Maza,RUC,12640059,PRIVATE_BANKING,1988-09-18,ACTIVE
CUS000381,Virgilio Guiomar Soriano Querol,RUC,40382911,RETAIL,1949-05-17,ACTIVE
CUS000382,Adelardo Adrián Lopez Marcos,CE,38745299,SME,1991-08-04,ACTIVE
CUS000383,Vera Huertas Rodriguez,RUC,81269430,RETAIL,1959-10-10,ACTIVE
CUS000384,Isaura Roura,PASSPORT,79591700,SME,1964-12-20,ACTIVE
CUS000385,Hector Cózar,DNI,63980553,SME,1942-01-30,BLOCKED
CUS000386,Ciriaco Lopez-Cobos,PASSPORT,77483798,PRIVATE_BANKING,1969-03-13,ACTIVE
CUS000387,Mohamed Piña Heras,RUC,58034366,RETAIL,1994-09-16,ACTIVE
CUS000388,Faustino Cañizares-Marín,PASSPORT,95243408,SME,1951-04-30,ACTIVE
CUS000389,Rolando Navas Beltrán,PASSPORT,98538178,RETAIL,2005-02-16,ACTIVE
CUS000390,Aurelia Gonzalo Viñas,DNI,17988961,RETAIL,2004-01-02,ACTIVE
CUS000391,Florencia Vicente Jáuregui,PASSPORT,45496410,PRIVATE_BANKING,2007-08-24,ACTIVE
CUS000392,Julia Fuster Bernal,PASSPORT,16468611,RETAIL,2005-05-16,ACTIVE
CUS000393,Eufemia Pinilla Busquets,PASSPORT,76510673,PRIVATE_BANKING,1981-02-15,INACTIVE
CUS000394,Javi de Hernández,RUC,75013402,RETAIL,2005-03-02,INACTIVE
CUS000395,Rufina del Montero,DNI,38263147,PRIVATE_BANKING,1945-12-27,ACTIVE
CUS000396,Nereida Alvarez Vilalta,DNI,51890917,PRIVATE_BANKING,1976-06-28,INACTIVE
CUS000397,Victor Manuel de Cuesta,DNI,90670455,SME,1992-10-16,ACTIVE
CUS000398,Chuy Reynaldo Arteaga Carreras,PASSPORT,80813295,CORPORATE,1959-03-21,ACTIVE
CUS000399,Esmeralda Cózar Quero,PASSPORT,27209850,CORPORATE,1984-05-18,BLOCKED
CUS000400,Maite Blanca Ruano,RUC,73084158,PRIVATE_BANKING,1965-11-14,ACTIVE
CUS000401,Clarisa Alfaro Alba,PASSPORT,11459453,RETAIL,2001-05-11,ACTIVE
CUS000402,Dani Arranz Saavedra,PASSPORT,47734342,PRIVATE_BANKING,1969-03-04,ACTIVE
CUS000403,Gabino Elpidio Río Molina,RUC,57991692,PRIVATE_BANKING,1969-10-16,ACTIVE
CUS000404,Jose Batlle Acedo,RUC,39035549,PRIVATE_BANKING,1963-07-29,ACTIVE
CUS000405,Tomasa Garay Bello,CE,66332510,CORPORATE,1992-11-13,ACTIVE
CUS000406,Sabas del Gisbert,PASSPORT,29383005,SME,1953-04-13,ACTIVE
CUS000407,Jennifer de Ugarte,RUC,42165139,SME,1953-01-09,ACTIVE
CUS000408,Bruno Edu Gomila Ros,PASSPORT,28058866,CORPORATE,1946-04-12,INACTIVE
CUS000409,Fabricio de Osuna,CE,55232450,RETAIL,1947-05-21,INACTIVE
CUS000410,Sol del Huerta,PASSPORT,24979660,SME,1995-11-01,ACTIVE
CUS000411,Íngrid del Casals,DNI,60875538,CORPORATE,1972-05-22,ACTIVE
CUS000412,José María Aparicio Expósito,PASSPORT,83182203,CORPORATE,1958-04-25,ACTIVE
CUS000413,Edmundo Hervia Ricart,DNI,89879270,PRIVATE_BANKING,1951-03-28,ACTIVE
CUS000414,Daniela Gallo Ferrer,RUC,22674343,PRIVATE_BANKING,1972-06-25,ACTIVE
CUS000415,Bernardino Carpio,CE,42389064,RETAIL,1991-09-30,ACTIVE
CUS000416,Fernando Manjón Becerra,RUC,52952052,CORPORATE,1953-12-05,ACTIVE
CUS000417,Adelardo del Cano,CE,95572390,SME,1982-03-08,ACTIVE
CUS000418,Pánfilo Laguna Dalmau,CE,51398896,SME,1955-02-24,ACTIVE
CUS000419,Morena Vilanova Alemany,DNI,26006870,PRIVATE_BANKING,1950-04-27,ACTIVE
CUS000420,Marianela Real,RUC,59768012,PRIVATE_BANKING,1966-02-27,ACTIVE
CUS000421,Goyo Sales Robledo,RUC,32607752,PRIVATE_BANKING,1953-11-25,BLOCKED
CUS000422,Pascuala Jordán-Valdés,DNI,11455817,PRIVATE_BANKING,1947-03-15,ACTIVE
CUS000423,Jordán Martí Castejón,DNI,40006221,RETAIL,1985-07-31,ACTIVE
CUS000424,Ángel Requena Mascaró,PASSPORT,56977817,CORPORATE,1972-05-21,ACTIVE
CUS000425,Ema Borrego,PASSPORT,34786916,PRIVATE_BANKING,1949-11-17,ACTIVE
CUS000426,Albina Lucas Sarmiento,DNI,76920226,CORPORATE,1997-04-27,ACTIVE
CUS000427,Dorotea Dominguez Fuster,DNI,34922384,SME,1972-02-12,ACTIVE
CUS000428,Carlota Osorio Acero,RUC,82749886,SME,2006-01-26,ACTIVE
CUS000429,Aurelio Heraclio Jurado Aramburu,RUC,15598840,PRIVATE_BANKING,1958-08-17,ACTIVE
CUS000430,Diego Quero Delgado,PASSPORT,28494278,CORPORATE,2002-01-09,ACTIVE
CUS000431,Belén Meléndez Llobet,DNI,43056726,CORPORATE,1959-05-17,ACTIVE
CUS000432,Candelas Bueno Dueñas,PASSPORT,43147365,PRIVATE_BANKING,1979-11-16,ACTIVE
CUS000433,Leonor Perlita Llanos Barbero,PASSPORT,89497375,RETAIL,2008-07-19,ACTIVE
CUS000434,Fausto Ciro Gálvez Haro,DNI,78765930,RETAIL,1972-01-28,ACTIVE
CUS000435,Albert Briones Fuentes,DNI,12726795,CORPORATE,1980-07-24,BLOCKED
CUS000436,Plinio del Terrón,CE,65814476,PRIVATE_BANKING,1965-01-06,ACTIVE
CUS000437,Gregorio del Alcántara,CE,96444920,SME,1949-08-17,ACTIVE
CUS000438,Eugenio Soriano Mate,CE,35316253,SME,1963-01-23,ACTIVE
CUS000439,Américo Heriberto Monreal Daza,CE,53969254,CORPORATE,1942-11-13,ACTIVE
CUS000440,Celia Cazorla Bolaños,CE,11550057,CORPORATE,1964-07-09,ACTIVE
CUS000441,Darío Goicoechea Uría,CE,27414627,RETAIL,1960-11-06,BLOCKED
CUS000442,Gabriel Rolando Menendez Font,PASSPORT,32181434,SME,1956-03-19,ACTIVE
CUS000443,Aroa Luz Medina,RUC,97901999,RETAIL,1975-09-10,ACTIVE
CUS000444,Nico Calleja Martinez,RUC,36143186,SME,1973-09-18,ACTIVE
CUS000445,Ligia Báez,RUC,90619596,PRIVATE_BANKING,1949-11-28,ACTIVE
CUS000446,Esmeralda Reguera Zamorano,PASSPORT,95591015,PRIVATE_BANKING,1991-02-05,ACTIVE
CUS000447,Emiliana Ariza Gárate,DNI,73921541,CORPORATE,1983-10-03,ACTIVE
CUS000448,Ana Belén Almeida Huerta,CE,81417912,PRIVATE_BANKING,1962-03-19,ACTIVE
CUS000449,Alejo Escudero Marcos,PASSPORT,21889039,CORPORATE,1957-08-17,ACTIVE
CUS000450,Anna Meléndez Roldán,RUC,72094946,CORPORATE,2005-10-20,ACTIVE
CUS000451,Manuel Zamora Pedro,CE,37635339,PRIVATE_BANKING,1980-01-21,ACTIVE
CUS000452,Azucena Abigaíl Rosado Poza,PASSPORT,10398602,CORPORATE,1977-01-25,ACTIVE
CUS000453,Horacio Amorós Mata,DNI,63521387,CORPORATE,1967-08-13,ACTIVE
CUS000454,Isabel Peiró Cabeza,DNI,37873288,RETAIL,1959-09-05,ACTIVE
CUS000455,Tatiana Peláez-Galan,CE,46943170,PRIVATE_BANKING,1981-05-04,ACTIVE
CUS000456,Azahar Miralles Rosales,PASSPORT,46857498,CORPORATE,1953-07-26,ACTIVE
CUS000457,Amando Vicente,DNI,33070190,PRIVATE_BANKING,1945-09-15,ACTIVE
CUS000458,Amado Yuste-Perales,PASSPORT,94872461,RETAIL,1998-07-06,ACTIVE
CUS000459,Rosalinda Borrell Merino,PASSPORT,52221604,SME,1957-06-24,ACTIVE
CUS000460,Régulo Abella Tolosa,CE,10052694,RETAIL,1950-08-12,ACTIVE
CUS000461,Zaira Mayte Amores Bueno,DNI,37462535,CORPORATE,1956-11-07,ACTIVE
CUS000462,Elisa Agullo Baena,CE,82750751,CORPORATE,1996-10-09,ACTIVE
CUS000463,Genoveva Frutos-Uriarte,CE,61414579,CORPORATE,1959-11-16,ACTIVE
CUS000464,Ofelia Ignacia Figueroa Clemente,DNI,49440007,PRIVATE_BANKING,2007-09-15,ACTIVE
CUS000465,Antonio Feliu Mendizábal,PASSPORT,18224979,PRIVATE_BANKING,1982-10-07,ACTIVE
CUS000466,Chita Méndez-Jaume,CE,57103039,CORPORATE,1982-06-05,ACTIVE
CUS000467,Sebastian Collado Figuerola,CE,21606412,CORPORATE,1973-01-04,ACTIVE
CUS000468,Heliodoro Costa-Roma,CE,40017426,PRIVATE_BANKING,2000-09-23,ACTIVE
CUS000469,Anselmo Novoa,PASSPORT,57202960,CORPORATE,1963-08-14,ACTIVE
CUS000470,Abraham Álamo Calleja,RUC,52707083,RETAIL,1993-03-15,ACTIVE
CUS000471,Lola Conde Pallarès,PASSPORT,75247555,SME,1975-02-23,ACTIVE
CUS000472,Jessica Arcos Rosado,DNI,86951714,CORPORATE,1996-04-10,ACTIVE
CUS000473,Ramiro Jódar Ros,DNI,66261621,CORPORATE,1945-08-14,ACTIVE
CUS000474,Jaime Benítez Morán,RUC,76790076,CORPORATE,1989-05-18,ACTIVE
CUS000475,Desiderio Palomo Hernandez,PASSPORT,32876217,PRIVATE_BANKING,1961-10-18,ACTIVE
CUS000476,Maximino del Perea,DNI,43106298,SME,1997-03-25,ACTIVE
CUS000477,Marciano de Conesa,CE,15104739,SME,1971-12-10,ACTIVE
CUS000478,Visitación Peláez-Carrión,RUC,21142375,CORPORATE,1963-12-08,ACTIVE
CUS000479,Benigna Hernando Elorza,DNI,89780139,CORPORATE,1985-12-21,ACTIVE
CUS000480,Baltasar Franch-Zurita,DNI,10030227,PRIVATE_BANKING,1987-08-03,ACTIVE
CUS000481,Anacleto de Blanch,RUC,76994563,SME,1975-01-03,ACTIVE
CUS000482,Aarón del Aguado,DNI,50490306,CORPORATE,1973-11-05,ACTIVE
CUS000483,Candelario Cornejo Lerma,RUC,59547179,RETAIL,1996-01-12,ACTIVE
CUS000484,Nazaret Larrea,PASSPORT,37802471,SME,1993-11-18,ACTIVE
CUS000485,Rufina Gimenez,DNI,95200507,CORPORATE,1955-08-03,ACTIVE
CUS000486,Ángel Trujillo-Ortuño,CE,94725379,SME,1983-04-12,ACTIVE
CUS000487,Édgar Barranco Múñiz,PASSPORT,16452458,CORPORATE,1972-11-29,ACTIVE
CUS000488,Rafaela Portero Redondo,RUC,96863018,RETAIL,1993-05-10,BLOCKED
CUS000489,Guadalupe Sainz Gomila,PASSPORT,29648759,SME,1984-05-04,ACTIVE
CUS000490,Vicenta Haro Haro,RUC,41965352,PRIVATE_BANKING,1996-09-11,ACTIVE
CUS000491,Flor Mendizábal Verdú,DNI,22579067,PRIVATE_BANKING,1969-02-18,ACTIVE
CUS000492,Haydée Eufemia Novoa Valderrama,DNI,47931461,PRIVATE_BANKING,2000-06-11,INACTIVE
CUS000493,Josep Mata Calderon,RUC,91858575,PRIVATE_BANKING,1961-01-11,ACTIVE
CUS000494,Sergio Lorenzo Ocaña Mancebo,CE,93113802,PRIVATE_BANKING,1961-11-21,ACTIVE
CUS000495,Antonia Pagès Ponce,DNI,35717394,CORPORATE,1977-05-11,ACTIVE
CUS000496,Paulino Villanueva-Trujillo,CE,54684629,CORPORATE,1976-03-28,ACTIVE
CUS000497,Saturnino Serrano Cañellas,CE,29699965,SME,1985-08-13,ACTIVE
CUS000498,Malena Aguado Mínguez,PASSPORT,63301202,SME,1994-05-02,BLOCKED
CUS000499,Teresita Lladó Nevado,PASSPORT,13071724,SME,1946-05-13,ACTIVE
CUS000500,Dominga Caballero Canet,DNI,10924767,RETAIL,1958-10-09,ACTIVE
CUS000501,Melisa Amorós Alberto,RUC,79022019,SME,1983-05-05,INACTIVE
CUS000502,Albina Carmina Cazorla Castejón,PASSPORT,71261875,RETAIL,1981-11-16,ACTIVE
CUS000503,Guadalupe Fito Gras Cámara,RUC,10988342,CORPORATE,2005-12-31,ACTIVE
CUS000504,Toni Luján Luna,CE,70568562,RETAIL,1991-04-08,ACTIVE
CUS000505,Custodia Mesa Grau,PASSPORT,30643818,SME,1957-01-28,ACTIVE
CUS000506,Maricruz Clavero Serna,CE,31692687,SME,2006-11-14,ACTIVE
CUS000507,Hector Nieto Vilalta,PASSPORT,71748363,SME,1997-05-09,ACTIVE
CUS000508,Victor Manuel Félix Román Cózar,CE,91119344,RETAIL,1967-12-11,ACTIVE
CUS000509,Jacinta Roselló Sáez,PASSPORT,86734574,CORPORATE,1968-01-23,ACTIVE
CUS000510,Leandro Adán,DNI,97398763,CORPORATE,1955-11-30,ACTIVE
CUS000511,Aura Torrent-Calleja,CE,62494442,CORPORATE,1978-12-24,ACTIVE
CUS000512,Nacio Plinio Hidalgo Peláez,CE,80651078,PRIVATE_BANKING,2003-12-02,ACTIVE
CUS000513,Reinaldo Torre-Morales,DNI,37711403,RETAIL,2000-05-31,ACTIVE
CUS000514,Baldomero Escudero Rosselló,CE,10206770,PRIVATE_BANKING,1950-03-30,ACTIVE
CUS000515,Aurora Ballesteros,DNI,96162794,RETAIL,1949-10-07,ACTIVE
CUS000516,Georgina Barrera Heredia,PASSPORT,75964795,SME,1952-02-07,INACTIVE
CUS000517,Juan Antonio Serna Dueñas,PASSPORT,39468802,SME,1969-10-28,ACTIVE
CUS000518,Ámbar de Gargallo,PASSPORT,75807843,CORPORATE,2002-07-11,ACTIVE
CUS000519,Cayetano Cobo Pellicer,CE,17939428,CORPORATE,1999-12-24,ACTIVE
CUS000520,Isa Salas Aramburu,RUC,62420060,PRIVATE_BANKING,1958-12-26,ACTIVE
CUS000521,Susana Parejo Ríos,CE,61756590,PRIVATE_BANKING,1996-12-08,ACTIVE
CUS000522,Reyes del Padilla,DNI,59872236,SME,1990-02-13,ACTIVE
CUS000523,Dolores Patiño-Carbajo,RUC,68434507,CORPORATE,1975-01-05,ACTIVE
CUS000524,Aristides Valderrama Dueñas,RUC,53565771,CORPORATE,2002-12-27,ACTIVE
CUS000525,Marcelo Baeza,PASSPORT,27082915,PRIVATE_BANKING,1940-11-27,ACTIVE
CUS000526,Basilio Olivares Vallejo,PASSPORT,23809271,CORPORATE,1980-12-09,ACTIVE
CUS000527,Luna Tena,PASSPORT,48826014,RETAIL,2001-09-11,ACTIVE
CUS000528,Edelmiro Miró Ramis,DNI,57752616,PRIVATE_BANKING,1950-12-30,ACTIVE
CUS000529,Pepe Carranza Suarez,PASSPORT,79337492,PRIVATE_BANKING,1979-03-24,ACTIVE
CUS000530,Ainoa Almagro Alcázar,CE,95454771,PRIVATE_BANKING,1954-02-26,ACTIVE
CUS000531,Luis Egea Guardiola,RUC,83752572,RETAIL,1994-01-19,ACTIVE
CUS000532,Luna Francisco-Barberá,PASSPORT,21266359,CORPORATE,1977-08-29,ACTIVE
CUS000533,Febe Requena Morán,PASSPORT,46508681,CORPORATE,2007-09-23,ACTIVE
CUS000534,Mónica Albero Osorio,RUC,44118632,RETAIL,2000-08-08,ACTIVE
CUS000535,Borja Beltrán Arnau,RUC,95176691,RETAIL,1955-02-25,ACTIVE
CUS000536,Jordán del Roca,CE,91158216,RETAIL,1990-10-01,ACTIVE
CUS000537,Cosme Torrent Bermejo,CE,27070778,PRIVATE_BANKING,1957-11-15,ACTIVE
CUS000538,Fabiola Manola Isern Tena,PASSPORT,61760547,CORPORATE,1945-08-06,INACTIVE
CUS000539,Casemiro Lamas Estevez,CE,27667197,RETAIL,1949-02-07,ACTIVE
CUS000540,Reyna Castells Mariño,PASSPORT,42408207,SME,1976-01-30,ACTIVE
CUS000541,Virginia Alfonso Torrecilla,RUC,41592242,CORPORATE,1944-06-25,ACTIVE
CUS000542,Tristán del Alberdi,PASSPORT,87414593,SME,1961-03-13,ACTIVE
CUS000543,Marco Badía Montoya,RUC,98932449,RETAIL,1999-09-30,ACTIVE
CUS000544,Carina Bertrán Arribas,RUC,85352038,CORPORATE,1945-03-12,ACTIVE
CUS000545,Isidoro Valcárcel,RUC,32119724,PRIVATE_BANKING,1978-06-03,ACTIVE
CUS000546,Débora Toledo Parra,RUC,68116091,PRIVATE_BANKING,1960-11-20,ACTIVE
CUS000547,Perlita Bilbao Campillo,CE,83319548,RETAIL,1944-01-24,ACTIVE
CUS000548,Héctor Cañas Pons,DNI,99748134,PRIVATE_BANKING,1951-12-11,ACTIVE
CUS000549,Marcos Nebot Sarmiento,DNI,95895986,CORPORATE,2000-01-19,ACTIVE
CUS000550,Ciriaco Jordán Viña,CE,59789114,SME,1948-04-15,ACTIVE
CUS000551,Estela Herrero López,RUC,93362821,CORPORATE,2006-05-21,ACTIVE
CUS000552,Candelario Millán Briones,DNI,23946875,SME,1961-05-09,ACTIVE
CUS000553,Cloe Vicenta Armengol Olivares,DNI,92110371,RETAIL,1944-05-13,ACTIVE
CUS000554,León Huertas Bayón,RUC,62711049,RETAIL,1956-09-08,ACTIVE
CUS000555,Camila Calvet Benet,PASSPORT,26067618,PRIVATE_BANKING,1982-04-15,INACTIVE
CUS000556,Edmundo Cristian Piñol Marco,RUC,83508087,SME,1990-02-05,ACTIVE
CUS000557,Chita Bartolomé Gordillo,RUC,34559516,SME,1974-01-29,ACTIVE
CUS000558,Borja Aguilar,PASSPORT,63481475,CORPORATE,1998-05-09,ACTIVE
CUS000559,Demetrio Ballesteros Artigas,RUC,85145461,RETAIL,1979-06-23,ACTIVE
CUS000560,Ascensión Tejedor Morán,PASSPORT,58704295,PRIVATE_BANKING,1997-12-16,ACTIVE
CUS000561,Vidal Fortunato Palma Barrios,CE,83941191,CORPORATE,1996-02-06,ACTIVE
CUS000562,Aurora Sanjuan Baeza,PASSPORT,77812644,SME,1985-09-05,ACTIVE
CUS000563,Araceli Arce,PASSPORT,59009408,RETAIL,1946-06-26,INACTIVE
CUS000564,Fulgencio del Lamas,DNI,21390399,PRIVATE_BANKING,1993-08-16,ACTIVE
CUS000565,Juan Luis Cobo Uriarte,RUC,36115438,RETAIL,2004-08-31,ACTIVE
CUS000566,Teodosio Perelló Barón,DNI,25062410,CORPORATE,1941-07-09,ACTIVE
CUS000567,Marcia Martínez Rocamora,RUC,30410488,PRIVATE_BANKING,1969-12-24,ACTIVE
CUS000568,Pancho Pastor Espinosa,CE,52276235,PRIVATE_BANKING,2003-04-17,ACTIVE
CUS000569,Vinicio Andrés Luz,DNI,25819302,PRIVATE_BANKING,1942-05-21,ACTIVE
CUS000570,Renato de Carbajo,RUC,13085633,RETAIL,1965-06-24,ACTIVE
